,player,hits,team,def_rank,games_played,1_hits_count,2_hits_count,3_hits_count,4_hits_count
12076,Gleyber Torres,1.0,BAL,12.0,1,1,0,0,0
12077,Juan Soto,2.0,BAL,12.0,1,1,1,0,0
12078,Aaron Judge,2.0,BAL,12.0,1,1,1,0,0
12079,Austin Wells,0.0,BAL,12.0,1,0,0,0,0
12080,Giancarlo Stanton,1.0,BAL,12.0,1,1,0,0,0
12081,Jazz Chisholm Jr.,0.0,BAL,12.0,1,0,0,0,0
12082,Jasson Dominguez,1.0,BAL,12.0,1,1,0,0,0
12083,Anthony Rizzo,2.0,BAL,12.0,1,1,1,0,0
12084,Anthony Volpe,1.0,BAL,12.0,1,1,0,0,0
12085,TJ Friedl,1.0,CLE,2.0,1,1,0,0,0
12086,Elly De La Cruz,2.0,CLE,2.0,1,1,1,0,0
12087,Tyler Stephenson,0.0,CLE,2.0,1,0,0,0,0
12088,Rece Hinds,0.0,CLE,2.0,1,0,0,0,0
12089,Spencer Steer,0.0,CLE,2.0,1,0,0,0,0
12090,Ty France,0.0,CLE,2.0,1,0,0,0,0
12091,Jake Fraley,1.0,CLE,2.0,1,1,0,0,0
12092,Santiago Espinal,1.0,CLE,2.0,1,1,0,0,0
12093,Noelvi Marte,1.0,CLE,2.0,1,1,0,0,0
12094,Will Benson,0.0,CLE,2.0,1,0,0,0,0
12095,Blake Dunn,0.0,CLE,2.0,1,0,0,0,0
12096,Jonathan India,0.0,CLE,2.0,1,0,0,0,0
12097,Richie Palacios,0.0,DET,5.0,1,0,0,0,0
12098,Brandon Lowe,0.0,DET,5.0,1,0,0,0,0
12099,Trevor Larnach,2.0,NYY,6.0,1,1,1,0,0
12100,Junior Caminero,2.0,DET,5.0,1,1,1,0,0
12101,Jonathan Aranda,0.0,DET,5.0,1,0,0,0,0
12102,Jonny DeLuca,2.0,DET,5.0,1,1,1,0,0
12103,Josh Lowe,1.0,DET,5.0,1,1,0,0,0
12104,Christopher Morel,0.0,DET,5.0,1,0,0,0,0
12105,Logan Driscoll,1.0,DET,5.0,1,1,0,0,0
12106,Dylan Carlson,0.0,DET,5.0,1,0,0,0,0
12107,Ben Rortvedt,1.0,DET,5.0,1,1,0,0,0
12108,Jose Caballero,0.0,DET,5.0,1,0,0,0,0
12109,Gunnar Henderson,3.0,NYY,6.0,1,1,1,1,0
12110,Jordan Westburg,2.0,NYY,6.0,1,1,1,0,0
12111,Anthony Santander,2.0,NYY,6.0,1,1,1,0,0
12112,Colton Cowser,2.0,NYY,6.0,1,1,1,0,0
12113,Ryan Mountcastle,1.0,NYY,6.0,1,1,0,0,0
12114,Ryan O'Hearn,1.0,NYY,6.0,1,1,0,0,0
12115,Ramon Urias,1.0,NYY,6.0,1,1,0,0,0
12116,Cedric Mullins,3.0,NYY,6.0,1,1,1,1,0
12117,James McCann,2.0,NYY,6.0,1,1,1,0,0
12118,Shohei Ohtani,2.0,SDP,11.0,1,1,1,0,0
12119,Mookie Betts,0.0,SDP,11.0,1,0,0,0,0
12120,Freddie Freeman,2.0,SDP,11.0,1,1,1,0,0
12121,Teoscar Hernandez,1.0,SDP,11.0,1,1,0,0,0
12122,Chris Taylor,0.0,SDP,11.0,1,0,0,0,0
12123,Max Muncy,0.0,SDP,11.0,1,0,0,0,0
12124,Will Smith,0.0,SDP,11.0,1,0,0,0,0
12125,Tommy Edman,1.0,SDP,11.0,1,1,0,0,0
12126,Gavin Lux,2.0,SDP,11.0,1,1,1,0,0
12127,Miguel Rojas,0.0,SDP,11.0,1,0,0,0,0
12128,Andy Pages,0.0,SDP,11.0,1,0,0,0,0
12129,Kevin Kiermaier,0.0,SDP,11.0,1,0,0,0,0
12130,Ryan O'Hearn,0.0,SDP,11.0,1,0,0,0,0
12131,Isiah Kiner-Falefa,1.0,MIL,10.0,1,1,0,0,0
12132,Bryan Reynolds,1.0,MIL,10.0,1,1,0,0,0
12133,Oneil Cruz,0.0,MIL,10.0,1,0,0,0,0
12134,Andrew McCutchen,0.0,MIL,10.0,1,0,0,0,0
12135,Joey Bart,0.0,MIL,10.0,1,0,0,0,0
12136,Nick Gonzales,2.0,MIL,10.0,1,1,1,0,0
12137,Bryan De La Cruz,1.0,MIL,10.0,1,1,0,0,0
12138,Jared Triolo,0.0,MIL,10.0,1,0,0,0,0
12139,Liover Peguero,0.0,MIL,10.0,1,0,0,0,0
12140,Dylan Crews,0.0,KCR,15.0,1,0,0,0,0
12141,James Wood,1.0,KCR,15.0,1,1,0,0,0
12142,Juan Yepez,2.0,KCR,15.0,1,1,1,0,0
12143,Darren Baker,0.0,KCR,15.0,1,0,0,0,0
12144,Luis Garcia Jr.,1.0,KCR,15.0,1,1,0,0,0
12145,Jose Tena,0.0,KCR,15.0,1,0,0,0,0
12146,Keibert Ruiz,1.0,KCR,15.0,1,1,0,0,0
12147,Joey Gallo,1.0,KCR,15.0,1,1,0,0,0
12148,Jacob Young,1.0,KCR,15.0,1,1,0,0,0
12149,Nasim Nunez,0.0,KCR,15.0,1,0,0,0,0
12150,Andy Ibanez,0.0,TBR,9.0,1,0,0,0,0
12151,Josh Jung,0.0,TBR,9.0,1,0,0,0,0
12152,Dillon Dingler,0.0,TBR,9.0,1,0,0,0,0
12153,Wenceel Perez,0.0,TBR,9.0,1,0,0,0,0
12154,Riley Greene,1.0,TBR,9.0,1,1,0,0,0
12155,Matt Vierling,1.0,TBR,9.0,1,1,0,0,0
12156,Colt Keith,2.0,TBR,9.0,1,1,1,0,0
12157,Spencer Torkelson,0.0,TBR,9.0,1,0,0,0,0
12158,Kerry Carpenter,1.0,TBR,9.0,1,1,0,0,0
12159,Justyn-Henry Malloy,0.0,TBR,9.0,1,0,0,0,0
12160,Trey Sweeney,1.0,TBR,9.0,1,1,0,0,0
12161,Jake Rogers,0.0,TBR,9.0,1,0,0,0,0
12162,Zach McKinstry,0.0,TBR,9.0,1,0,0,0,0
12163,Parker Meadows,2.0,TBR,9.0,1,1,1,0,0
12164,Luis Arraez,0.0,LAD,7.0,1,0,0,0,0
12165,Fernando Tatis Jr.,2.0,LAD,7.0,1,1,1,0,0
12166,Jurickson Profar,0.0,LAD,7.0,1,0,0,0,0
12167,Manny Machado,0.0,LAD,7.0,1,0,0,0,0
12168,Jackson Merrill,1.0,LAD,7.0,1,1,0,0,0
12169,Xander Bogaerts,1.0,LAD,7.0,1,1,0,0,0
12170,Jake Cronenworth,0.0,LAD,7.0,1,0,0,0,0
12171,Brandon Lockridge,0.0,LAD,7.0,1,0,0,0,0
12172,Donovan Solano,0.0,LAD,7.0,1,0,0,0,0
12173,Elias Diaz,0.0,LAD,7.0,1,0,0,0,0
12174,David Peralta,0.0,LAD,7.0,1,0,0,0,0
12175,Tyler Wade,0.0,LAD,7.0,1,0,0,0,0
12176,Kyle Higashioka,0.0,BAL,12.0,1,0,0,0,0
12177,Gleyber Torres,0.0,BAL,12.0,1,0,0,0,0
12178,Juan Soto,1.0,BAL,12.0,1,1,0,0,0
12179,Aaron Judge,1.0,BAL,12.0,1,1,0,0,0
12180,Austin Wells,0.0,BAL,12.0,1,0,0,0,0
12181,Giancarlo Stanton,2.0,BAL,12.0,1,1,1,0,0
12182,Jazz Chisholm Jr.,1.0,BAL,12.0,1,1,0,0,0
12183,Jasson Dominguez,0.0,BAL,12.0,1,0,0,0,0
12184,Alex Verdugo,1.0,BAL,12.0,1,1,0,0,0
12185,Anthony Rizzo,2.0,BAL,12.0,1,1,1,0,0
12186,Anthony Volpe,0.0,BAL,12.0,1,0,0,0,0
12187,Carlos Santana,1.0,NYY,6.0,1,1,0,0,0
12188,Christopher Morel,0.0,DET,5.0,1,0,0,0,0
12189,Junior Caminero,0.0,DET,5.0,1,0,0,0,0
12190,Shohei Ohtani,3.0,SDP,11.0,1,1,1,1,0
12191,Jonathan Aranda,1.0,DET,5.0,1,1,0,0,0
12192,Mookie Betts,2.0,SDP,11.0,1,1,1,0,0
12193,Dylan Carlson,1.0,DET,5.0,1,1,0,0,0
12194,Freddie Freeman,1.0,SDP,11.0,1,1,0,0,0
12195,Josh Lowe,0.0,DET,5.0,1,0,0,0,0
12196,Chris Taylor,0.0,SDP,11.0,1,0,0,0,0
12197,Jose Siri,0.0,DET,5.0,1,0,0,0,0
12198,Teoscar Hernandez,0.0,SDP,11.0,1,0,0,0,0
12199,Ben Rortvedt,1.0,DET,5.0,1,1,0,0,0
12200,Kevin Kiermaier,0.0,SDP,11.0,1,0,0,0,0
12201,Taylor Walls,2.0,DET,5.0,1,1,1,0,0
12202,Max Muncy,0.0,SDP,11.0,1,0,0,0,0
12203,Will Smith,1.0,SDP,11.0,1,1,0,0,0
12204,Tommy Edman,0.0,SDP,11.0,1,0,0,0,0
12205,Gavin Lux,1.0,SDP,11.0,1,1,0,0,0
12206,Ryan O'Hearn,2.0,SDP,11.0,1,1,1,0,0
12207,Andy Pages,1.0,SDP,11.0,1,1,0,0,0
12208,Ian Happ,1.0,CIN,13.0,1,1,0,0,0
12209,Dansby Swanson,0.0,CIN,13.0,1,0,0,0,0
12210,Cody Bellinger,0.0,CIN,13.0,1,0,0,0,0
12211,Isaac Paredes,0.0,CIN,13.0,1,0,0,0,0
12212,Michael Busch,0.0,CIN,13.0,1,0,0,0,0
12213,Nico Hoerner,2.0,CIN,13.0,1,1,1,0,0
12214,Pete Crow-Armstrong,1.0,CIN,13.0,1,1,0,0,0
12215,Miguel Amaya,1.0,CIN,13.0,1,1,0,0,0
12216,Kevin Alcantara,0.0,CIN,13.0,1,0,0,0,0
12217,Gunnar Henderson,0.0,NYY,6.0,1,0,0,0,0
12218,Jackson Holliday,1.0,NYY,6.0,1,1,0,0,0
12219,Jordan Westburg,0.0,NYY,6.0,1,0,0,0,0
12220,Anthony Santander,0.0,NYY,6.0,1,0,0,0,0
12221,Heston Kjerstad,0.0,NYY,6.0,1,0,0,0,0
12222,Colton Cowser,0.0,NYY,6.0,1,0,0,0,0
12223,Austin Slater,1.0,NYY,6.0,1,1,0,0,0
12224,Adley Rutschman,1.0,NYY,6.0,1,1,0,0,0
12225,Ryan O'Hearn,0.0,NYY,6.0,1,0,0,0,0
12226,Ryan Mountcastle,1.0,NYY,6.0,1,1,0,0,0
12227,Ramon Urias,1.0,NYY,6.0,1,1,0,0,0
12228,Emmanuel Rivera,0.0,NYY,6.0,1,0,0,0,0
12229,Cedric Mullins,1.0,NYY,6.0,1,1,0,0,0
12230,James McCann,1.0,NYY,6.0,1,1,0,0,0
12231,Vladimir Guerrero Jr.,2.0,NYY,6.0,1,1,1,0,0
12232,Steven Kwan,0.0,HOU,4.0,1,0,0,0,0
12233,Kyle Manzardo,0.0,HOU,4.0,1,0,0,0,0
12234,Jose Ramirez,0.0,HOU,4.0,1,0,0,0,0
12235,Josh Naylor,0.0,TBR,9.0,1,0,0,0,0
12236,Lane Thomas,1.0,HOU,4.0,1,1,0,0,0
12237,Andres Gimenez,0.0,HOU,4.0,1,0,0,0,0
12238,Luis Arraez,0.0,LAD,7.0,1,0,0,0,0
12239,David Fry,1.0,HOU,4.0,1,1,0,0,0
12240,Fernando Tatis Jr.,1.0,LAD,7.0,1,1,0,0,0
12241,Will Brennan,1.0,HOU,4.0,1,1,0,0,0
12242,Jurickson Profar,1.0,LAD,7.0,1,1,0,0,0
12243,Jhonkensy Noel,0.0,HOU,4.0,1,0,0,0,0
12244,Manny Machado,3.0,LAD,7.0,1,1,1,1,0
12245,Bo Naylor,0.0,HOU,4.0,1,0,0,0,0
12246,Jackson Merrill,0.0,LAD,7.0,1,0,0,0,0
12247,Angel Martinez,0.0,HOU,4.0,1,0,0,0,0
12248,Xander Bogaerts,2.0,LAD,7.0,1,1,1,0,0
12249,Daniel Schneemann,0.0,HOU,4.0,1,0,0,0,0
12250,Jake Cronenworth,0.0,LAD,7.0,1,0,0,0,0
12251,Brayan Rocchio,0.0,HOU,4.0,1,0,0,0,0
12252,David Peralta,0.0,LAD,7.0,1,0,0,0,0
12253,Jarren Duran,1.0,TBR,9.0,1,1,0,0,0
12254,Donovan Solano,0.0,LAD,7.0,1,0,0,0,0
12255,Trevor Story,0.0,TBR,9.0,1,0,0,0,0
12256,Kyle Higashioka,1.0,LAD,7.0,1,1,0,0,0
12257,Triston Casas,1.0,TBR,9.0,1,1,0,0,0
12258,Jonathan India,2.0,CHC,14.0,1,1,1,0,0
12259,Connor Wong,0.0,TBR,9.0,1,0,0,0,0
12260,Elly De La Cruz,1.0,CHC,14.0,1,1,0,0,0
12261,Masataka Yoshida,0.0,TBR,9.0,1,0,0,0,0
12262,Tyler Stephenson,0.0,CHC,14.0,1,0,0,0,0
12263,Vaughn Grissom,3.0,TBR,9.0,1,1,1,1,0
12264,Spencer Steer,1.0,CHC,14.0,1,1,0,0,0
12265,Wilyer Abreu,0.0,TBR,9.0,1,0,0,0,0
12266,TJ Friedl,0.0,CHC,14.0,1,0,0,0,0
12267,Romy Gonzalez,1.0,TBR,9.0,1,1,0,0,0
12268,Ty France,0.0,CHC,14.0,1,0,0,0,0
12269,Nick Sogard,0.0,TBR,9.0,1,0,0,0,0
12270,Jake Fraley,0.0,CHC,14.0,1,0,0,0,0
12271,Ceddanne Rafaela,0.0,TBR,9.0,1,0,0,0,0
12272,Santiago Espinal,0.0,CHC,14.0,1,0,0,0,0
12273,Michael Harris II,0.0,KCR,15.0,1,0,0,0,0
12274,Will Benson,0.0,CHC,14.0,1,0,0,0,0
12275,Ozzie Albies,1.0,KCR,15.0,1,1,0,0,0
12276,Nicky Lopez,0.0,DET,5.0,1,0,0,0,0
12277,Marcell Ozuna,0.0,KCR,15.0,1,0,0,0,0
12278,Miguel Vargas,0.0,DET,5.0,1,0,0,0,0
12279,Matt Olson,0.0,KCR,15.0,1,0,0,0,0
12280,Zach DeLoach,2.0,DET,5.0,1,1,1,0,0
12281,Jorge Soler,1.0,KCR,15.0,1,1,0,0,0
12282,Andrew Benintendi,0.0,DET,5.0,1,0,0,0,0
12283,Eli White,0.0,KCR,15.0,1,0,0,0,0
12284,Andrew Vaughn,0.0,DET,5.0,1,0,0,0,0
12285,Ramon Laureano,1.0,KCR,15.0,1,1,0,0,0
12286,Gavin Sheets,0.0,DET,5.0,1,0,0,0,0
12287,Sean Murphy,1.0,KCR,15.0,1,1,0,0,0
12288,Lenyn Sosa,0.0,DET,5.0,1,0,0,0,0
12289,Gio Urshela,0.0,KCR,15.0,1,0,0,0,0
12290,Bryan Ramos,0.0,DET,5.0,1,0,0,0,0
12291,Orlando Arcia,0.0,KCR,15.0,1,0,0,0,0
12292,Korey Lee,0.0,DET,5.0,1,0,0,0,0
12293,Manuel Margot,1.0,BAL,12.0,1,1,0,0,0
12294,Dominic Fletcher,1.0,DET,5.0,1,1,0,0,0
12295,Carlos Correa,0.0,BAL,12.0,1,0,0,0,0
12296,Byron Buxton,2.0,BAL,12.0,1,1,1,0,0
12297,Carlos Santana,1.0,BAL,12.0,1,1,0,0,0
12298,Royce Lewis,0.0,BAL,12.0,1,0,0,0,0
12299,Kyle Farmer,0.0,BAL,12.0,1,0,0,0,0
12300,Brooks Lee,0.0,BAL,12.0,1,0,0,0,0
12301,Ryan Jeffers,0.0,BAL,12.0,1,0,0,0,0
12302,Christian Vazquez,0.0,BAL,12.0,1,0,0,0,0
12303,Willi Castro,0.0,BAL,12.0,1,0,0,0,0
12304,Charlie Blackmon,1.0,LAD,7.0,1,1,0,0,0
12305,Ezequiel Tovar,2.0,LAD,7.0,1,1,1,0,0
12306,Ryan McMahon,0.0,LAD,7.0,1,0,0,0,0
12307,Aaron Schunk,0.0,LAD,7.0,1,0,0,0,0
12308,Nick Gonzales,2.0,NYY,6.0,1,1,1,0,0
12309,Brenton Doyle,0.0,LAD,7.0,1,0,0,0,0
12310,Bryan Reynolds,2.0,NYY,6.0,1,1,1,0,0
12311,Jordan Beck,0.0,LAD,7.0,1,0,0,0,0
12312,Joey Bart,1.0,NYY,6.0,1,1,0,0,0
12313,Michael Toglia,1.0,BAL,12.0,1,1,0,0,0
12314,Andrew McCutchen,0.0,NYY,6.0,1,0,0,0,0
12315,Brendan Rodgers,1.0,LAD,7.0,1,1,0,0,0
12316,Bryan De La Cruz,0.0,NYY,6.0,1,0,0,0,0
12317,Nolan Jones,2.0,LAD,7.0,1,1,1,0,0
12318,Isiah Kiner-Falefa,0.0,NYY,6.0,1,0,0,0,0
12319,Jacob Stallings,1.0,LAD,7.0,1,1,0,0,0
12320,Connor Joe,0.0,NYY,6.0,1,0,0,0,0
12321,Drew Romo,0.0,LAD,7.0,1,0,0,0,0
12322,Oneil Cruz,0.0,NYY,6.0,1,0,0,0,0
12323,Jake Cave,0.0,LAD,7.0,1,0,0,0,0
12324,Nick Yorke,0.0,NYY,6.0,1,0,0,0,0
12325,Brice Turang,3.0,NYM,3.0,1,1,1,1,0
12326,Billy Cook,1.0,NYY,6.0,1,1,0,0,0
12327,Sal Frelick,0.0,NYM,3.0,1,0,0,0,0
12328,Jared Triolo,0.0,NYY,6.0,1,0,0,0,0
12329,Garrett Mitchell,1.0,NYM,3.0,1,1,0,0,0
12330,Jackson Chourio,1.0,NYM,3.0,1,1,0,0,0
12331,William Contreras,1.0,NYM,3.0,1,1,0,0,0
12332,Willy Adames,0.0,NYM,3.0,1,0,0,0,0
12333,Rhys Hoskins,1.0,NYM,3.0,1,1,0,0,0
12334,Joey Ortiz,0.0,NYM,3.0,1,0,0,0,0
12335,Gary Sanchez,1.0,NYM,3.0,1,1,0,0,0
12336,Blake Perkins,0.0,NYM,3.0,1,0,0,0,0
12337,Jose Altuve,2.0,CLE,2.0,1,1,1,0,0
12338,Kyle Tucker,3.0,CLE,2.0,1,1,1,1,0
12339,Alex Bregman,3.0,CLE,2.0,1,1,1,1,0
12340,Yandy Diaz,1.0,CLE,2.0,1,1,0,0,0
12341,Victor Caratini,1.0,CLE,2.0,1,1,0,0,0
12342,Zach Dezenzo,2.0,CLE,2.0,1,1,1,0,0
12343,Corbin Carroll,1.0,SDP,11.0,1,1,0,0,0
12344,Jake Meyers,0.0,CLE,2.0,1,0,0,0,0
12345,Ketel Marte,0.0,SDP,11.0,1,0,0,0,0
12346,Mauricio Dubon,1.0,CLE,2.0,1,1,0,0,0
12347,Joc Pederson,0.0,SDP,11.0,1,0,0,0,0
12348,Grae Kessinger,0.0,CLE,2.0,1,0,0,0,0
12349,Randal Grichuk,1.0,SDP,11.0,1,1,0,0,0
12350,Alek Thomas,0.0,SDP,11.0,1,0,0,0,0
12351,Christian Walker,0.0,SDP,11.0,1,0,0,0,0
12352,Lourdes Gurriel Jr.,1.0,SDP,11.0,1,1,0,0,0
12353,Pavin Smith,0.0,SDP,11.0,1,0,0,0,0
12354,Eugenio Suarez,2.0,SDP,11.0,1,1,1,0,0
12355,Gabriel Moreno,1.0,SDP,11.0,1,1,0,0,0
12356,Geraldo Perdomo,0.0,SDP,11.0,1,0,0,0,0
12357,Tommy Pham,0.0,ATL,8.0,1,0,0,0,0
12358,Bobby Witt Jr.,1.0,ATL,8.0,1,1,0,0,0
12359,Michael Massey,2.0,ATL,8.0,1,1,1,0,0
12360,Salvador Perez,0.0,ATL,8.0,1,0,0,0,0
12361,Yuli Gurriel,0.0,ATL,8.0,1,0,0,0,0
12362,Robbie Grossman,0.0,ATL,8.0,1,0,0,0,0
12363,Hunter Renfroe,0.0,ATL,8.0,1,0,0,0,0
12364,Garrett Hampson,0.0,ATL,8.0,1,0,0,0,0
12365,Kyle Isbel,0.0,ATL,8.0,1,0,0,0,0
12366,Maikel Garcia,0.0,ATL,8.0,1,0,0,0,0
12367,Francisco Lindor,2.0,MIL,10.0,1,1,1,0,0
12368,Mark Vientos,1.0,MIL,10.0,1,1,0,0,0
12369,Brandon Nimmo,1.0,MIL,10.0,1,1,0,0,0
12370,Pete Alonso,1.0,MIL,10.0,1,1,0,0,0
12371,Jose Iglesias,2.0,MIL,10.0,1,1,1,0,0
12372,Ian Happ,1.0,CIN,13.0,1,1,0,0,0
12373,Jesse Winker,0.0,MIL,10.0,1,0,0,0,0
12374,Dansby Swanson,1.0,CIN,13.0,1,1,0,0,0
12375,Harrison Bader,0.0,MIL,10.0,1,0,0,0,0
12376,Cody Bellinger,1.0,CIN,13.0,1,1,0,0,0
12377,J.D. Martinez,0.0,MIL,10.0,1,0,0,0,0
12378,Seiya Suzuki,2.0,CIN,13.0,1,1,1,0,0
12379,Francisco Alvarez,0.0,MIL,10.0,1,0,0,0,0
12380,Michael Busch,0.0,CIN,13.0,1,0,0,0,0
12381,Luis Torrens,0.0,MIL,10.0,1,0,0,0,0
12382,Isaac Paredes,1.0,CIN,13.0,1,1,0,0,0
12383,Taylor Ward,0.0,MIL,10.0,1,0,0,0,0
12384,Nico Hoerner,0.0,CIN,13.0,1,0,0,0,0
12385,Pete Crow-Armstrong,1.0,CIN,13.0,1,1,0,0,0
12386,Patrick Wisdom,0.0,CIN,13.0,1,0,0,0,0
12387,Mike Tauchman,0.0,CIN,13.0,1,0,0,0,0
12388,Miguel Amaya,1.0,CIN,13.0,1,1,0,0,0
12389,Spencer Horwitz,1.0,NYY,6.0,1,1,0,0,0
12390,Lawrence Butler,0.0,SEA,1.0,1,0,0,0,0
12391,Brent Rooker,0.0,SEA,1.0,1,0,0,0,0
12392,JJ Bleday,1.0,SEA,1.0,1,1,0,0,0
12393,Tyler Soderstrom,1.0,SEA,1.0,1,1,0,0,0
12394,Seth Brown,1.0,SEA,1.0,1,1,0,0,0
12395,Daz Cameron,0.0,SEA,1.0,1,0,0,0,0
12396,Zack Gelof,1.0,SEA,1.0,1,1,0,0,0
12397,Jacob Wilson,0.0,SEA,1.0,1,0,0,0,0
12398,Kyle McCann,1.0,SEA,1.0,1,1,0,0,0
12399,Darell Hernaiz,0.0,SEA,1.0,1,0,0,0,0
12400,Jarren Duran,0.0,TBR,9.0,1,0,0,0,0
12401,Trevor Story,2.0,TBR,9.0,1,1,1,0,0
12402,Triston Casas,1.0,TBR,9.0,1,1,0,0,0
12403,Tyler O'Neill,1.0,TBR,9.0,1,1,0,0,0
12404,Mickey Gasper,0.0,TBR,9.0,1,0,0,0,0
12405,Romy Gonzalez,0.0,TBR,9.0,1,0,0,0,0
12406,Wilyer Abreu,1.0,TBR,9.0,1,1,0,0,0
12407,Danny Jansen,0.0,TBR,9.0,1,0,0,0,0
12408,Isiah Kiner-Falefa,0.0,NYY,6.0,1,0,0,0,0
12409,Vaughn Grissom,0.0,TBR,9.0,1,0,0,0,0
12410,Bryan Reynolds,1.0,NYY,6.0,1,1,0,0,0
12411,Will Brennan,3.0,HOU,4.0,1,1,1,1,0
12412,Oneil Cruz,0.0,NYY,6.0,1,0,0,0,0
12413,Kyle Manzardo,0.0,HOU,4.0,1,0,0,0,0
12414,Nick Gonzales,1.0,NYY,6.0,1,1,0,0,0
12415,Jose Ramirez,2.0,HOU,4.0,1,1,1,0,0
12416,Joshua Palacios,0.0,NYY,6.0,1,0,0,0,0
12417,Josh Naylor,2.0,HOU,4.0,1,1,1,0,0
12418,Jared Triolo,1.0,NYY,6.0,1,1,0,0,0
12419,Lane Thomas,0.0,HOU,4.0,1,0,0,0,0
12420,Yasmani Grandal,3.0,NYY,6.0,1,1,1,1,0
12421,Andres Gimenez,1.0,HOU,4.0,1,1,0,0,0
12422,Nick Yorke,1.0,NYY,6.0,1,1,0,0,0
12423,Bo Naylor,0.0,HOU,4.0,1,0,0,0,0
12424,Billy Cook,1.0,NYY,6.0,1,1,0,0,0
12425,Jhonkensy Noel,1.0,HOU,4.0,1,1,0,0,0
12426,Miguel Vargas,0.0,DET,5.0,1,0,0,0,0
12427,Brayan Rocchio,0.0,HOU,4.0,1,0,0,0,0
12428,Zach DeLoach,0.0,DET,5.0,1,0,0,0,0
12429,Edouard Julien,0.0,BAL,12.0,1,0,0,0,0
12430,Andrew Benintendi,2.0,DET,5.0,1,1,1,0,0
12431,Austin Martin,0.0,BAL,12.0,1,0,0,0,0
12432,Andrew Vaughn,1.0,DET,5.0,1,1,0,0,0
12433,Brooks Lee,2.0,BAL,12.0,1,1,1,0,0
12434,Lenyn Sosa,1.0,DET,5.0,1,1,0,0,0
12435,Royce Lewis,0.0,BAL,12.0,1,0,0,0,0
12436,Bryan Ramos,1.0,DET,5.0,1,1,0,0,0
12437,DaShawn Keirsey Jr.,0.0,BAL,12.0,1,0,0,0,0
12438,Dominic Fletcher,0.0,DET,5.0,1,0,0,0,0
12439,Carlos Santana,2.0,BAL,12.0,1,1,1,0,0
12440,Chuckie Robinson,0.0,DET,5.0,1,0,0,0,0
12441,Willi Castro,1.0,BAL,12.0,1,1,0,0,0
12442,Michael Helman,0.0,BAL,12.0,1,0,0,0,0
12443,Jonathan India,0.0,CHC,14.0,1,0,0,0,0
12444,Ryan Jeffers,2.0,BAL,12.0,1,1,1,0,0
12445,Elly De La Cruz,0.0,CHC,14.0,1,0,0,0,0
12446,Kyle Farmer,0.0,BAL,12.0,1,0,0,0,0
12447,Tyler Stephenson,1.0,CHC,14.0,1,1,0,0,0
12448,Manuel Margot,0.0,BAL,12.0,1,0,0,0,0
12449,Spencer Steer,0.0,CHC,14.0,1,0,0,0,0
12450,Jackson Chourio,2.0,NYM,3.0,1,1,1,0,0
12451,TJ Friedl,1.0,CHC,14.0,1,1,0,0,0
12452,Garrett Mitchell,1.0,NYM,3.0,1,1,0,0,0
12453,Ty France,0.0,CHC,14.0,1,0,0,0,0
12454,William Contreras,0.0,NYM,3.0,1,0,0,0,0
12455,Jake Fraley,0.0,CHC,14.0,1,0,0,0,0
12456,Willy Adames,2.0,NYM,3.0,1,1,1,0,0
12457,Santiago Espinal,0.0,CHC,14.0,1,0,0,0,0
12458,Rhys Hoskins,0.0,NYM,3.0,1,0,0,0,0
12459,Noelvi Marte,1.0,CHC,14.0,1,1,0,0,0
12460,Gary Sanchez,0.0,NYM,3.0,1,0,0,0,0
12461,Jake Bauers,1.0,NYM,3.0,1,1,0,0,0
12462,Blake Perkins,0.0,NYM,3.0,1,0,0,0,0
12463,Joey Ortiz,1.0,NYM,3.0,1,1,0,0,0
12464,Andruw Monasterio,1.0,NYM,3.0,1,1,0,0,0
12465,Michael Harris II,0.0,KCR,15.0,1,0,0,0,0
12466,Ozzie Albies,0.0,KCR,15.0,1,0,0,0,0
12467,Marcell Ozuna,0.0,KCR,15.0,1,0,0,0,0
12468,Matt Olson,2.0,KCR,15.0,1,1,1,0,0
12469,Jorge Soler,1.0,KCR,15.0,1,1,0,0,0
12470,Ramon Laureano,0.0,KCR,15.0,1,0,0,0,0
12471,Travis d'Arnaud,1.0,KCR,15.0,1,1,0,0,0
12472,Gio Urshela,0.0,KCR,15.0,1,0,0,0,0
12473,Orlando Arcia,1.0,KCR,15.0,1,1,0,0,0
12474,Charlie Blackmon,1.0,LAD,7.0,1,1,0,0,0
12475,Ezequiel Tovar,3.0,LAD,7.0,1,1,1,1,0
12476,Ryan McMahon,0.0,LAD,7.0,1,0,0,0,0
12477,Jordan Beck,0.0,LAD,7.0,1,0,0,0,0
12478,Michael Toglia,0.0,LAD,7.0,1,0,0,0,0
12479,Nolan Jones,2.0,LAD,7.0,1,1,1,0,0
12480,Sam Hilliard,0.0,LAD,7.0,1,0,0,0,0
12481,Jake Cave,0.0,LAD,7.0,1,0,0,0,0
12482,Aaron Schunk,0.0,BAL,12.0,1,0,0,0,0
12483,Hunter Goodman,0.0,LAD,7.0,1,0,0,0,0
12484,Drew Romo,0.0,LAD,7.0,1,0,0,0,0
12485,Corbin Carroll,1.0,SDP,11.0,1,1,0,0,0
12486,Ketel Marte,0.0,SDP,11.0,1,0,0,0,0
12487,Joc Pederson,0.0,SDP,11.0,1,0,0,0,0
12488,Randal Grichuk,0.0,SDP,11.0,1,0,0,0,0
12489,Christian Walker,1.0,SDP,11.0,1,1,0,0,0
