away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
C. WongC,3,0,0,0,0,1,0,.143,.250,.143,J. Jung3B,3,0,1,1,0,0,0,.429,.429,.429
C. RafaelaCF,4,0,0,0,0,0,0,.000,.000,.000,J. Smith3B,0,0,0,0,0,0,0,.000,.000,.000
team,34,1,8,1,0,2,7,,,,J. HeimC,3,2,2,2,2,0,0,.667,.667,2.667
,,,,,,,,,,,L. TaverasCF,2,0,1,0,0,1,1,.500,.667,.500
,,,,,,,,,,,team,29,4,8,4,2,3,3,,,
F. LindorSS,3,0,0,0,0,0,1,.000,.111,.000,J. AltuveLF,3,1,2,0,0,1,1,.429,.500,.429
J. SotoRF,3,1,1,1,1,1,1,.333,.556,.833,I. Paredes3B,4,0,1,0,0,0,1,.143,.250,.143
P. Alonso1B,3,0,0,0,0,1,1,.200,.500,.200,Y. AlvarezDH,2,0,0,1,0,1,0,.000,.375,.000
B. NimmoLF,4,1,1,0,0,0,1,.250,.250,.250,C. Walker1B,4,0,0,0,0,0,2,.125,.125,.125
M. Vientos3B,4,1,1,1,0,0,0,.143,.250,.286,Y. DiazC,4,0,0,0,0,0,2,.143,.250,.143
J. WinkerDH,3,0,1,1,0,1,1,.250,.400,.250,J. PenaSS,4,0,0,0,0,0,0,.143,.250,.143
T. TaylorCF,4,0,0,0,0,0,2,.125,.125,.125,C. SmithRF,2,0,0,0,0,2,1,.200,.429,.200
B. Baty2B,2,0,0,0,0,0,1,.000,.000,.000,B. Rodgers2B,3,0,0,0,0,0,0,.000,.143,.000
aL. AcunaPH-2B,1,0,0,0,0,0,1,.000,.200,.000,J. MeyersCF,3,0,0,0,0,0,3,.286,.286,.286
L. TorrensC,3,0,1,0,0,0,2,.400,.400,.800,team,29,1,3,1,0,4,10,,,
team,30,3,5,3,1,3,11,,,,,,,,,,,,,,
J. ProfarLF,4,1,1,0,0,0,0,.222,.222,.222,F. Tatis Jr.RF,4,1,1,1,1,0,0,.500,.500,.875
A. Riley3B,3,1,1,0,0,1,1,.250,.333,.750,L. Arraez1B,3,0,0,0,0,1,0,.000,.143,.000
M. Olson1B,3,0,0,0,0,1,2,.200,.556,.200,M. Machado3B,4,0,0,0,0,0,1,.286,.375,.571
M. OzunaDH,3,0,1,2,0,1,2,.333,.556,.333,J. MerrillCF,4,1,3,0,0,0,0,.571,.500,.571
O. Albies2B,3,0,0,0,0,1,1,.125,.222,.500,J. Cronenworth2B,3,1,2,1,1,1,0,.286,.375,.714
M. Harris IICF,4,0,0,0,0,0,2,.125,.125,.125,X. BogaertsSS,4,1,1,1,0,0,1,.286,.375,.429
D. BaldwinC,4,0,0,0,0,0,1,.000,.125,.000,G. SheetsDH,4,0,1,0,0,0,0,.400,.400,1.000
N. AllenSS,4,0,1,0,0,0,1,.250,.250,.250,J. HeywardLF,4,0,0,0,0,0,0,.000,.000,.000
J. KelenicRF,4,1,1,1,1,0,3,.125,.125,.500,M. MaldonadoC,3,0,2,1,0,0,1,.500,.500,.500
team,32,3,5,3,1,4,13,,,,team,33,4,10,4,2,2,3,,,
I. HappLF,3,0,0,0,0,1,0,.267,.421,.533,C. CarrollRF,4,0,0,0,0,0,1,.143,.400,.286
K. TuckerRF,3,0,0,0,0,1,1,.125,.263,.188,K. Marte2B,5,1,2,0,0,0,1,.400,.400,.600
S. SuzukiDH,4,0,1,0,0,0,2,.118,.167,.176,L. Gurriel Jr.LF,5,2,2,0,0,0,0,.200,.200,.300
M. Busch1B,4,0,0,0,0,0,1,.143,.250,.143,J. Naylor1B,4,0,1,1,0,0,0,.222,.222,.222
D. SwansonSS,3,1,1,0,0,1,0,.214,.313,.286,P. SmithDH,4,2,3,1,0,0,1,.600,.667,1.000
N. Hoerner2B,4,0,0,0,0,0,0,.250,.333,.250,E. Suarez3B,4,2,2,4,2,0,0,.429,.500,1.714
P. Crow-ArmstrongCF,3,0,1,1,0,1,0,.143,.250,.214,A. ThomasCF,4,1,3,1,0,0,1,.750,.750,1.250
M. Shaw3B,4,0,0,0,0,0,1,.118,.167,.118,G. PerdomoSS,4,0,1,1,0,0,1,.286,.250,.286
C. KellyC,3,0,0,0,0,0,0,.167,.286,.167,J. HerreraC,3,0,0,0,0,0,2,.000,.000,.000
team,31,1,3,1,0,4,5,,,,team,37,8,14,8,2,0,7,,,
L. ButlerRF,4,2,1,0,0,1,0,.143,.333,.286,V. RoblesRF,4,0,0,0,0,0,1,.000,.000,.000
B. RookerDH,5,1,2,2,1,0,2,.222,.222,.556,J. RodriguezCF,4,0,1,0,0,0,3,.143,.250,.143
J. BledayCF,4,1,2,1,0,1,1,.250,.333,.250,C. RaleighDH,3,0,0,0,0,1,2,.000,.250,.000
S. LangeliersC,4,0,1,1,0,1,0,.143,.250,.143,R. ArozarenaLF,3,0,0,0,0,1,2,.167,.375,.667
T. Soderstrom1B,5,0,2,1,0,0,1,.500,.500,1.375,M. GarverC,3,0,1,0,0,1,0,.333,.500,.333
S. BrownLF,1,0,0,0,0,1,0,.000,.667,.000,J. Polanco3B-2B,3,0,1,0,0,0,1,.667,.667,1.167
aM. AndujarPH-LF,1,0,0,0,0,1,0,.000,.200,.000,bM. MastrobuoniPH,1,0,1,0,0,0,0,1.000,1.000,1.000
G. Urshela3B,4,0,1,0,0,0,1,.143,.143,.143,D. Solano1B-3B,4,0,0,0,0,0,3,.000,.000,.000
bL. UriasPH-3B,1,1,1,1,1,0,0,1.000,1.000,4.000,D. Moore2B,2,0,1,0,0,0,0,.500,.500,.500
M. Muncy2B,5,1,1,1,1,0,0,.125,.125,.500,aL. RaleyPH-1B,1,0,0,0,0,0,1,.250,.400,.250
J. WilsonSS,4,1,1,0,0,0,0,.286,.286,.286,J.P. CrawfordSS,3,0,0,0,0,0,0,.000,.167,.000
team,38,7,12,7,3,5,5,,,,team,31,0,5,0,0,3,13,,,
G. Torres2B,2,1,1,1,1,1,0,.429,.500,.857,S. OhtaniDH,4,1,1,0,0,1,1,.375,.474,.813
J. Baez3B,2,0,0,0,0,0,1,.000,.000,.000,M. BettsSS,5,3,3,4,2,0,0,.500,.556,1.250
K. CarpenterRF,3,0,1,0,0,0,1,.250,.200,.250,F. Freeman1B,4,1,1,2,1,0,0,.125,.125,.500
aM. MargotPH-RF,2,0,1,1,0,0,1,.600,.500,.600,T. HernándezRF,3,0,0,0,0,1,1,.133,.235,.333
R. GreeneLF,5,1,2,0,0,0,1,.300,.300,.400,M. Muncy3B,4,0,0,0,0,0,3,.071,.188,.143
S. TorkelsonDH,5,0,2,0,0,0,2,.500,.700,1.167,T. Edman2B,4,1,1,0,0,0,1,.222,.222,.556
C. Keith1B,2,0,0,0,0,1,2,.000,.125,.000,M. ConfortoLF,4,1,1,1,0,0,1,.273,.333,.455
bA. IbanezPH-1B,1,0,0,0,0,1,0,.000,.143,.000,A. PagesCF,3,0,0,0,0,0,1,.182,.400,.273
Z. McKinstry3B-2B,3,1,0,0,0,2,2,.250,.571,.750,A. BarnesC,3,0,0,0,0,0,2,.000,.000,.000
D. DinglerC,5,1,2,3,1,0,2,.400,.400,1.400,aW. SmithPH,1,1,1,1,0,0,0,.500,.692,.625
T. SweeneySS,5,0,1,0,0,0,1,.167,.167,.167,team,35,8,8,8,3,2,10,,,
R. KreidlerCF,4,1,0,0,0,0,3,.167,.167,.167,,,,,,,,,,,
team,39,5,10,5,2,5,16,,,,,,,,,,,,,,
J. ChourioLF-RF,6,1,2,1,0,0,0,.182,.182,.273,P. Goldschmidt1B,3,3,2,1,1,1,0,.286,.444,.857
C. YelichDH,3,0,1,1,0,1,1,.143,.333,.143,aO. CabreraPH-1B-RF,1,0,0,0,0,0,0,.250,.250,.250
aI. CollinsPH-LF,2,0,1,0,0,0,1,.500,.500,.750,C. BellingerLF,5,3,3,4,1,0,0,.571,.500,1.000
W. ContrerasC,4,0,1,0,0,0,2,.125,.125,.125,A. JudgeRF,6,4,4,8,3,0,0,.500,.500,1.600
E. HaaseC,2,1,1,0,0,0,0,.500,.500,.500,B. Rice1B,0,0,0,0,0,0,0,.500,.667,.500
R. Hoskins1B,4,0,1,1,0,0,1,.167,.375,.167,J. Chisholm Jr.2B,5,2,2,1,1,0,1,.250,.400,.625
J. Bauers1B-P,1,0,1,1,0,0,0,1.000,1.000,2.000,A. VolpeSS,4,2,1,3,1,2,1,.250,.400,1.000
S. FrelickRF-3B,3,1,1,0,0,1,0,.429,.556,.429,A. WellsC,3,1,1,1,1,1,0,.333,.500,1.333
J. OrtizSS,5,0,0,0,0,0,1,.222,.222,.222,bJ.C. EscarraPH-C,2,0,0,0,0,0,1,.000,.000,.000
G. MitchellCF,4,2,2,0,0,0,1,.333,.429,.333,P. Reyes3B,3,0,0,0,0,1,0,.000,.250,.000
V. Capra3B,3,1,1,1,0,0,0,.333,.333,.833,cO. PerazaPH-3B,1,1,1,2,1,0,0,1.000,1.000,4.000
O. Dunn3B-1B,2,0,0,0,0,0,1,.000,.000,.000,J. DominguezDH,3,1,1,0,0,2,1,.167,.375,.167
B. Turang2B,5,3,1,2,1,0,1,.250,.222,.625,T. GrishamCF,4,3,1,0,0,1,1,.400,.500,.400
team,44,9,13,7,1,2,9,,,,team,40,20,16,20,9,8,5,,,
T. WardLF,4,0,2,0,0,0,0,.375,.375,.500,M. Vargas3B,4,0,0,0,0,0,2,.250,.250,.375
N. Schanuel1B,4,0,0,0,0,0,2,.125,.125,.125,L. Robert Jr.CF,4,0,0,0,0,0,2,.125,.125,.250
M. TroutRF,4,0,0,0,0,0,1,.000,.250,.000,A. BenintendiLF,2,0,1,0,0,2,0,.333,.500,.833
J. SolerDH,2,1,1,0,0,2,0,.167,.375,.167,A. Vaughn1B,4,0,0,0,0,0,0,.000,.000,.000
Y. Moncada3B,3,0,1,1,0,1,1,.333,.600,.333,N. MatonDH,3,0,0,0,0,0,0,.000,.250,.000
L. O'HoppeC,4,0,0,0,0,0,1,.250,.250,.625,L. Sosa2B,3,0,0,0,0,0,1,.143,.143,.571
L. Rengifo2B,4,0,2,0,0,0,0,.250,.250,.250,M. ThaissC,1,0,0,0,0,2,0,.000,.667,.000
J. AdellCF,1,0,1,0,0,1,0,.500,.600,.500,M. TaylorPR-RF,0,0,0,0,0,0,0,.333,.333,.333
K. ParisPR-CF,2,0,1,0,0,0,1,.333,.333,.333,J. AmayaSS,2,0,0,0,0,0,1,.167,.167,.167
K. NewmanSS,4,0,0,0,0,0,1,.000,.000,.000,aT. JankowskiPH,1,0,0,0,0,0,0,.000,.000,.000
team,32,1,8,1,0,4,7,,,,K. LeeC,0,0,0,0,0,0,0,.333,.500,.333
,,,,,,,,,,,B. BaldwinRF-SS,3,0,1,0,0,0,1,.333,.333,.333
,,,,,,,,,,,team,27,0,2,0,0,4,7,,,
M. WallnerRF,4,0,0,0,0,0,1,.000,.111,.000,L. NootbaarLF,3,1,2,2,0,1,0,.571,.667,1.000
C. CorreaSS,4,0,0,0,0,0,0,.000,.000,.000,W. Contreras1B,5,0,0,0,0,0,3,.000,.000,.000
B. BuxtonCF,4,0,0,0,0,0,2,.000,.000,.000,B. Donovan2B,4,0,1,1,0,0,0,.375,.333,.375
T. LarnachLF,3,1,1,0,0,0,0,.500,.571,.500,N. Arenado3B,4,1,2,1,0,1,1,.500,.556,1.000
T. France1B,3,0,0,0,0,0,0,.143,.143,.143,A. BurlesonDH,3,1,0,0,0,1,0,.143,.250,.143
M. GasperDH,3,0,1,0,0,0,0,.333,.333,.333,I. HerreraC,4,1,2,1,0,0,2,.571,.625,.857
W. Castro2B,3,0,1,1,0,0,0,.333,.429,.667,P. PagesC,0,0,0,0,0,0,0,.000,.000,.000
J. Miranda3B,3,0,0,0,0,0,0,.143,.143,.143,J. WalkerRF,2,0,1,0,0,1,0,.400,.625,.400
C. VazquezC,3,0,0,0,0,0,0,.000,.000,.000,M. SianiCF,0,0,0,0,0,0,0,.000,.000,.000
team,30,1,3,1,0,0,3,,,,V. Scott IICF-RF,4,1,2,0,0,0,2,.250,.250,.250
,,,,,,,,,,,M. WinnSS,3,0,0,0,0,1,2,.000,.143,.000
,,,,,,,,,,,team,32,5,10,5,0,5,10,,,
C. CowserLF,5,1,1,1,1,0,2,.083,.214,.333,B. BichetteSS,4,2,4,0,0,1,0,.500,.571,.667
A. RutschmanDH,5,1,1,0,0,0,0,.333,.429,.917,V. Guerrero Jr.1B,5,1,1,1,0,0,2,.273,.357,.364
R. O'Hearn1B,5,1,2,0,0,0,1,.308,.357,.385,A. SantanderRF,4,0,1,1,0,1,3,.250,.357,.250
R. Mountcastle1B,0,0,0,0,0,0,0,.111,.111,.222,A. Gimenez2B,4,1,1,2,1,1,1,.250,.357,.750
J. Westburg2B,5,3,4,2,2,0,1,.462,.500,1.154,A. KirkC,3,0,0,1,0,0,1,.182,.167,.182
C. MullinsCF,4,1,1,1,0,0,1,.333,.429,.833,W. WagnerDH,3,0,1,0,0,0,1,.444,.444,.667
H. KjerstadRF,2,1,0,1,0,0,1,.000,.250,.000,aG. SpringerPH-DH,0,0,0,0,0,1,0,.286,.444,.286
R. LaureanoRF,0,0,0,0,0,0,0,.000,.000,.000,D. SchneiderLF,3,0,0,0,0,0,2,.000,.250,.000
G. SanchezC,3,0,0,1,0,0,2,.000,.000,.000,bA. RodenPH-LF,1,0,0,0,0,0,0,.167,.250,.167
J. HollidaySS,3,1,0,0,0,1,1,.273,.333,.545,E. Clement3B,4,0,0,0,0,0,2,.125,.125,.250
R. Urias3B,4,0,3,3,0,0,0,.375,.444,.500,N. LukesCF,3,1,0,0,0,1,2,.200,.429,.200
team,36,9,12,9,3,1,9,,,,team,34,5,8,5,1,5,14,,,
K. SchwarberDH,5,1,2,3,1,0,2,.444,.500,1.111,C. AbramsSS,4,0,2,0,0,1,2,.222,.300,.222
bK. ClemensPH-DH,1,0,0,0,0,0,0,.000,.000,.000,D. CrewsRF,5,0,0,0,0,0,5,.000,.111,.000
A. Bohm3B,5,0,2,0,0,1,0,.400,.455,.500,J. WoodLF,5,0,2,0,0,0,3,.250,.333,.375
B. Harper1B,5,1,2,0,0,0,0,.333,.400,.667,J. BellDH,4,1,0,0,0,1,1,.000,.111,.000
J.T. RealmutoC,4,0,0,0,0,0,0,.111,.111,.333,A. Rosario2B,5,3,3,1,1,0,0,.600,.600,1.200
R. MarchanC,0,0,0,0,0,1,0,.000,1.000,.000,N. Lowe1B,5,1,2,3,1,0,2,.333,.333,.667
M. KeplerLF-RF,4,1,0,0,0,1,2,.143,.400,.286,K. RuizC,3,1,2,2,1,0,1,.571,.571,1.571
N. CastellanosRF,2,2,0,0,0,2,0,.167,.444,.167,R. AdamsC,2,0,0,0,0,0,0,.000,.000,.000
aJ. RojasPH-CF,1,0,1,1,0,0,0,1.000,1.000,1.000,P. DeJong3B,2,0,0,0,0,1,1,.000,.143,.000
B. Stott2B,3,3,2,2,1,2,0,.286,.444,.857,aJ. TenaPH-3B,1,0,1,0,0,0,0,1.000,1.000,1.000
B. MarshCF-LF,5,2,3,3,1,0,0,.333,.333,.667,J. YoungCF,3,0,0,0,0,1,0,.000,.375,.000
E. SosaSS,4,1,2,1,0,1,1,.500,.600,.750,team,39,6,12,6,3,4,15,,,
team,39,11,14,10,3,8,5,,,,,,,,,,,,,,
B. DoyleCF,4,0,1,1,0,0,0,.111,.111,.111,Y. DiazDH,5,0,0,0,0,0,0,.111,.111,.111
E. TovarSS,4,0,0,0,0,0,1,.250,.250,.375,B. Lowe2B,5,0,2,0,0,0,0,.333,.333,.333
R. McMahon3B,4,0,1,0,0,0,1,.571,.625,.714,J. Caminero3B,5,0,3,0,0,0,1,.444,.444,.556
K. BryantDH,4,0,0,0,0,0,2,.000,.000,.000,J. Aranda1B,3,0,2,0,0,0,1,.667,.500,1.333
M. Toglia1B,4,0,0,0,0,0,1,.000,.125,.000,aC. MeadPH-1B,2,0,0,0,0,0,0,.000,.000,.000
H. GoodmanC,4,1,1,0,0,0,2,.375,.375,.625,C. MorelLF,2,1,2,0,0,2,0,.500,.667,.500
N. MartiniRF,2,1,1,0,0,0,1,.200,.333,.200,K. MisnerRF,4,0,2,0,0,0,1,.600,.600,1.200
aS. BouchardPH,1,0,0,0,0,0,1,.000,.000,.000,D. JansenC,4,0,0,0,0,0,0,.000,.143,.000
M. MoniakRF,0,0,0,0,0,0,0,.000,.000,.000,T. WallsSS,3,0,1,1,0,1,0,.167,.286,.167
K. Farmer2B,3,0,1,1,0,0,0,.167,.143,.167,J. DeLucaCF,2,0,0,0,0,2,0,.200,.429,.200
J. BeckLF,3,0,1,0,0,0,0,.167,.286,.167,team,35,1,12,1,0,5,3,,,
team,33,2,6,2,0,0,9,,,,,,,,,,,,,,
J. BaeLF,4,0,0,0,0,0,3,.000,.000,.000,X. EdwardsSS,4,1,1,1,0,1,2,.273,.400,.364
aA. McCutchenPH,1,0,0,0,0,0,1,.125,.222,.250,O. Lopez2B,5,1,3,1,0,1,0,.455,.571,.727
T. PhamLF-RF,1,0,0,0,0,0,1,.111,.273,.222,J. Bride3B,5,0,0,0,0,1,1,.083,.214,.083
B. ReynoldsDH,5,1,2,0,0,1,0,.214,.313,.214,E. Wagaman1B,6,0,0,0,0,0,0,.000,.000,.000
O. CruzCF,2,1,0,0,0,4,1,.200,.500,.500,D. MyersRF,6,2,3,1,0,0,1,.400,.400,.600
J. BartC,6,0,3,1,0,0,1,.333,.467,.333,D. HillCF,5,0,2,1,0,0,3,.364,.417,.545
J. SuwinskiRF,5,0,1,1,0,1,0,.200,.333,.400,K. StowersDH,5,0,3,1,0,0,0,.333,.429,.333
E. Valdez2B,0,0,0,0,0,0,0,.000,.000,.000,N. FortesC,3,1,1,0,0,0,1,.333,.429,.833
K. Hayes3B,5,1,0,0,0,0,0,.154,.154,.154,bL. HicksPH-C,2,0,0,0,0,0,0,.000,.167,.000
J. Triolo1B,4,0,0,0,0,0,1,.000,.000,.000,J. SanojaLF,1,0,0,0,0,0,1,.000,.000,.000
bE. RodriguezPH-1B,1,0,0,0,0,0,0,.000,.222,.000,aG. ConinePH-LF,3,0,0,0,0,0,0,.143,.143,.143
A. Frazier2B-LF,5,1,1,1,0,0,2,.250,.300,.250,team,45,5,13,5,0,3,9,,,
I. Kiner-FalefaSS,3,0,2,0,0,2,0,.333,.538,.333,,,,,,,,,,,
team,42,4,9,3,0,8,10,,,,,,,,,,,,,,
H. RamosLF,4,1,1,0,0,0,0,.250,.250,.750,T. FriedlCF,4,0,0,0,0,0,1,.222,.222,.222
W. AdamesSS,4,0,1,0,0,0,0,.125,.125,.125,M. McLain2B,4,2,2,1,1,0,1,.222,.222,.667
J. LeeCF,4,0,1,1,0,0,0,.167,.375,.167,E. De La CruzSS,4,0,1,1,0,0,2,.286,.375,.286
M. Chapman3B,4,0,1,0,0,0,1,.250,.250,.250,G. LuxLF,4,0,0,0,0,0,2,.143,.250,.143
W. Flores1B,4,1,1,1,1,0,0,.250,.250,1.000,B. DunnLF,0,0,0,0,0,0,0,.000,.000,.000
L. MatosRF,4,0,2,0,0,0,0,.500,.500,.750,J. CandelarioDH,3,0,1,0,0,1,1,.500,.625,.500
P. BaileyC,3,0,0,0,0,0,0,.143,.143,.143,C. Encarnacion-Strand1B,4,1,2,1,1,0,1,.500,.500,1.000
C. SchmittDH,1,0,0,0,0,0,0,.000,.500,.000,S. Espinal3B,3,0,2,0,0,0,0,.667,.667,.667
aL. Wade Jr.PH-DH,1,0,0,0,0,0,0,.000,.000,.000,J. FraleyRF,3,0,0,0,0,0,1,.000,.000,.000
T. Fitzgerald2B,3,0,1,0,0,0,0,.167,.167,.167,J. TrevinoC,3,0,0,0,0,0,0,.000,.167,.000
team,32,2,8,2,1,0,1,,,,team,32,3,8,3,2,1,9,,,
S. KwanLF,3,2,1,1,1,1,0,.429,.500,1.000,J. IndiaLF,3,1,2,0,0,1,0,.250,.333,.250
J. Ramirez3B,2,0,0,0,0,1,0,.000,.125,.000,B. Witt Jr.SS,4,0,1,1,0,0,0,.222,.222,.333
G. Arias3B,1,0,0,0,0,0,0,.200,.200,.400,V. PasquantinoDH,3,0,0,0,0,1,1,.286,.375,.857
K. ManzardoDH,2,0,0,0,0,2,0,.500,.667,1.500,S. PerezC-1B,4,0,2,2,0,0,0,.375,.375,.375
C. Santana1B,3,0,0,1,0,0,1,.143,.222,.143,M. Massey2B,4,0,1,0,0,0,0,.286,.250,.286
N. JonesRF,4,1,1,0,0,0,1,.250,.250,.500,M. MelendezRF,4,0,0,0,0,0,1,.000,.000,.000
L. ThomasCF,4,0,1,0,0,0,1,.222,.222,.222,M. Garcia3B,4,1,2,1,1,0,0,.500,.500,1.000
B. NaylorC,3,0,1,1,0,0,0,.286,.286,.286,C. Biggio1B,3,0,1,0,0,0,0,.200,.333,.200
D. Schneemann2B,3,0,0,0,0,0,2,.000,.000,.000,D. BlancoPR,0,1,0,0,0,0,0,.000,.000,.000
B. RocchioSS,3,0,1,0,0,0,0,.167,.286,.167,F. FerminC,1,0,0,0,0,0,1,.000,.000,.000
team,28,3,5,3,1,4,5,,,,K. IsbelCF,3,1,1,0,0,0,1,.333,.333,.500
,,,,,,,,,,,team,33,4,10,4,1,2,4,,,
J. DuranCF-RF,4,0,0,0,0,1,1,.250,.308,.250,M. Semien2B,4,0,1,1,0,0,1,.167,.167,.167
R. DeversDH,4,0,0,1,0,1,3,.000,.077,.000,C. SeagerSS,4,1,2,0,0,0,0,.250,.250,.250
A. Bregman3B,4,0,2,0,0,1,0,.250,.308,.250,W. LangfordLF,4,1,1,0,0,0,2,.273,.333,.273
T. Casas1B,5,0,1,0,0,0,3,.077,.077,.077,J. PedersonDH,2,0,0,0,0,1,1,.167,.286,.167
T. StorySS,4,0,0,0,0,0,1,.091,.167,.091,A. GarcíaRF,3,1,3,3,1,0,0,.333,.500,.889
W. AbreuRF,3,1,1,0,0,0,0,.667,.727,1.444,J. Burger1B,3,0,0,0,0,0,0,.111,.273,.222
aR. GonzalezPH-2B,0,1,0,0,0,1,0,.000,1.000,.000,J. Smith3B,0,0,0,0,0,0,0,.000,.000,.000
K. CampbellLF,3,1,2,1,1,1,0,.500,.583,.900,aE. DuranPH-3B,4,0,0,0,0,0,1,.000,.000,.000
D. Hamilton2B,3,0,0,0,0,0,1,.000,.000,.000,J. HeimC,3,0,0,0,0,0,0,.333,.333,1.333
bC. WongPH-C,1,0,0,0,0,0,1,.125,.222,.125,L. TaverasCF,3,1,1,0,0,0,0,.400,.500,.400
C. NarvaezC,3,0,1,1,0,1,1,.333,.500,.333,team,30,4,8,4,1,1,5,,,
C. RafaelaPR-CF,0,0,0,0,0,0,0,.000,.000,.000,,,,,,,,,,,
team,34,3,7,3,1,6,11,,,,,,,,,,,,,,
F. LindorSS,4,0,0,0,0,0,0,.000,.077,.000,J. AltuveLF,4,0,2,0,0,0,0,.455,.500,.455
J. SotoRF,3,0,1,1,0,1,0,.333,.538,.778,B. Rodgers2B,0,0,0,0,0,0,0,.000,.143,.000
P. Alonso1B,4,0,0,0,0,0,1,.111,.333,.111,I. Paredes3B,2,1,0,0,0,2,1,.111,.333,.111
B. NimmoLF,3,0,0,0,0,1,1,.182,.250,.182,Y. AlvarezDH,4,0,1,1,0,0,1,.125,.333,.250
M. Vientos3B,4,0,0,0,0,0,1,.091,.167,.182,C. Walker1B,4,0,0,0,0,0,2,.083,.083,.083
J. WinkerDH,2,0,0,0,0,0,0,.167,.286,.167,J. PenaSS,3,1,1,1,1,0,0,.200,.273,.500
aS. MartePH-DH,1,0,0,0,0,0,1,.250,.400,.250,V. CaratiniC,3,0,0,0,0,0,0,.000,.000,.000
L. TorrensC,2,0,0,0,0,1,1,.286,.375,.571,Z. DezenzoRF,3,0,0,0,0,0,2,.000,.000,.000
L. AcunaPR-2B,0,0,0,0,0,0,0,.000,.200,.000,J. MeyersCF,0,0,0,0,0,0,0,.286,.286,.286
B. Baty2B,3,0,0,0,0,0,2,.000,.000,.000,M. Dubon2B-LF,2,0,0,0,0,1,0,.000,.333,.000
H. SengerC,0,0,0,0,0,0,0,.000,.000,.000,C. McCormickCF-RF,2,0,1,0,0,1,0,.500,.667,.500
J. SiriCF,2,1,0,0,0,1,2,.000,.333,.000,team,27,2,5,2,1,4,6,,,
team,28,1,1,1,0,4,9,,,,,,,,,,,,,,
J. ProfarLF,3,0,1,0,0,1,0,.250,.308,.250,F. Tatis Jr.RF,4,0,1,0,0,0,0,.417,.417,.667
A. Riley3B,3,0,0,0,0,1,1,.182,.308,.545,L. Arraez1B,4,0,0,0,0,0,0,.000,.091,.000
M. Olson1B,4,0,1,0,0,0,0,.222,.462,.333,M. Machado3B,2,0,0,0,0,0,0,.222,.300,.444
M. OzunaDH,1,0,0,0,0,3,1,.286,.615,.286,J. Iglesias3B,2,0,0,0,0,0,1,.000,.000,.000
E. WhitePR,0,0,0,0,0,0,0,.000,.000,.000,J. MerrillCF,2,0,1,0,0,1,1,.556,.545,.556
O. Albies2B,4,0,1,0,0,0,0,.167,.231,.417,J. Cronenworth2B,3,1,1,0,0,0,1,.300,.364,.700
M. Harris IICF,4,0,0,0,0,0,1,.083,.083,.083,X. BogaertsSS,1,0,0,0,0,1,1,.250,.455,.375
D. BaldwinC,4,0,1,0,0,0,1,.091,.167,.091,G. SheetsDH,2,0,0,0,0,0,1,.286,.286,.714
O. ArciaSS,3,0,0,0,0,0,1,.143,.143,.143,aY. GurrielPH-DH,1,0,1,1,0,0,0,.200,.200,.200
J. KelenicRF,2,0,1,0,0,0,0,.200,.200,.500,J. HeywardLF,3,0,0,0,0,0,1,.000,.000,.000
aB. De La CruzPH-RF,1,0,0,0,0,0,0,.000,.000,.000,M. MaldonadoC,3,0,0,0,0,0,1,.286,.286,.286
team,29,0,5,0,0,5,5,,,,team,27,1,4,1,0,2,7,,,
I. HappLF,5,0,0,0,0,0,1,.200,.333,.400,K. Marte2B,4,0,1,0,0,1,0,.357,.400,.500
K. TuckerRF,4,1,3,2,1,0,0,.250,.348,.500,C. CarrollRF,5,0,2,0,0,0,2,.250,.400,.333
S. SuzukiDH,4,0,0,0,0,0,3,.095,.136,.143,L. Gurriel Jr.LF,4,0,0,0,0,0,1,.143,.143,.214
M. Busch1B,3,0,2,0,0,1,0,.235,.350,.235,R. GrichukDH,3,1,1,0,0,0,1,.400,.400,.800
D. SwansonSS,4,0,0,0,0,0,1,.167,.250,.222,aP. SmithPH-DH,1,0,0,0,0,0,1,.500,.571,.833
P. Crow-ArmstrongCF,4,1,0,0,0,0,2,.111,.200,.167,J. Naylor1B,4,1,2,0,0,0,0,.308,.308,.385
M. AmayaC,4,0,1,1,0,0,0,.333,.333,.667,E. Suarez3B,3,1,1,2,1,1,0,.400,.500,1.600
G. Workman3B,2,0,0,0,0,0,2,.000,.000,.000,G. MorenoC,3,0,1,0,0,1,1,.500,.625,.500
aM. ShawPH-3B,2,1,1,1,1,0,0,.158,.200,.316,G. HampsonPR,0,0,0,0,0,0,0,.000,.000,.000
J. Berti2B,4,1,1,0,0,0,0,.400,.455,.400,J. McCarthyCF,4,0,0,1,0,0,1,.000,.000,.000
team,36,4,8,4,2,1,9,,,,G. PerdomoSS,4,0,1,0,0,0,0,.273,.250,.273
,,,,,,,,,,,team,35,3,9,3,1,3,7,,,
Z. McKinstry3B,4,1,2,1,0,0,1,.375,.545,.625,S. OhtaniDH,2,2,0,0,0,2,1,.333,.478,.722
R. GreeneLF,4,0,0,0,0,0,2,.214,.214,.286,T. HernándezRF,4,0,1,2,0,0,1,.158,.238,.368
S. Torkelson1B,3,1,1,0,0,1,2,.444,.643,.889,F. Freeman1B,4,1,2,2,1,0,0,.250,.250,.833
